"","datetime","average","minimum","maximum","area"
"1","2014-01",NA,NA,NA,"aakkula"
"2","2014-02",1.215,1.074,1.37,"aakkula"
"3","2014-03",2.123,1.109,5.95,"aakkula"
"4","2014-04",4.359,3.518,6.047,"aakkula"
"5","2014-05",8.807,5.367,15.002,"aakkula"
"6","2014-06",13.412,10.705,16.921,"aakkula"
"7","2014-07",18.161,13.655,23.795,"aakkula"
"8","2014-08",18.668,15.849,23.415,"aakkula"
"9","2014-09",15.693,15.583,15.85,"aakkula"
"10","2014-10",9.161,5.359,11.395,"aakkula"
"11","2014-11",4.234,2.705,6.188,"aakkula"
"12","2014-12",1.76,1.033,2.82,"aakkula"
"13","2015-01",1.193,1.088,2.506,"aakkula"
"14","2015-02",1.16,1.114,1.237,"aakkula"
"15","2015-03",2.002,1.102,3.12,"aakkula"
"16","2015-04",3.774,2.858,5.41,"aakkula"
"17","2015-05",8.166,5.534,11.731,"aakkula"
"18","2015-06",12.865,11.302,15.611,"aakkula"
"19","2015-07",16.871,14.181,18.16,"aakkula"
"20","2015-08",18.066,16.583,20.514,"aakkula"
"21","2015-09",15.393,13,17.921,"aakkula"
"22","2015-10",9.487,6.638,13.262,"aakkula"
"23","2015-11",5.758,3.895,6.919,"aakkula"
"24","2015-12",3.063,1.168,4.014,"aakkula"
"25","2016-01",1.151,1.002,1.315,"aakkula"
"26","2016-02",1.114,1,1.403,"aakkula"
"27","2016-03",1.287,1.057,1.983,"aakkula"
"28","2016-04",3.587,1.981,5.685,"aakkula"
"29","2016-05",9.76,5.005,14.566,"aakkula"
"30","2016-06",13.512,7.653,17.738,"aakkula"
"31","2016-07",17.419,14.229,19.946,"aakkula"
"32","2016-08",17.292,13.42,20.486,"aakkula"
"33","2016-09",14.429,10.93,15.922,"aakkula"
"34","2016-10",8.388,5.509,12.712,"aakkula"
"35","2016-11",2.362,1.061,5.692,"aakkula"
"36","2016-12",1.251,1.111,1.453,"aakkula"
"37","2017-01",1.313,1.076,3.04,"aakkula"
"38","2017-02",1.434,1.161,1.747,"aakkula"
"39","2017-03",2.559,1.605,3.984,"aakkula"
"40","2017-04",4.143,3.773,5.198,"aakkula"
"41","2017-05",7.401,4.139,11.707,"aakkula"
"42","2017-06",12.431,8.152,15.918,"aakkula"
"43","2017-07",16.511,14.178,18.875,"aakkula"
"44","2017-08",17.55,15.343,18.86,"aakkula"
"45","2017-09",13.691,9.651,15.52,"aakkula"
"46","2017-10",9.017,5.642,12.213,"aakkula"
"47","2017-11",3.867,2.56,5.762,"aakkula"
"48","2017-12",1.499,1.002,3.239,"aakkula"
"49","2018-01",1.138,1.014,2.218,"aakkula"
"50","2018-02",2.309,1,7.021,"aakkula"
"51","2018-03",2.275,1,7.035,"aakkula"
"52","2018-04",2.175,1.062,5.836,"aakkula"
"53","2018-05",7.346,3.519,14.049,"aakkula"
"54","2018-06",12.669,7.103,17.211,"aakkula"
"55","2018-07",18.304,13.288,24.996,"aakkula"
"56","2018-08",19.111,16.135,24.962,"aakkula"
"57","2018-09",15.178,10.502,18.185,"aakkula"
"58","2018-10",8.935,5.301,10.653,"aakkula"
"59","2018-11",4.99,2.358,6.135,"aakkula"
"60","2018-12",1.208,1.034,2.345,"aakkula"
"61","2019-01",1.161,1.023,1.335,"aakkula"
"62","2019-02",1.285,1.059,3.717,"aakkula"
"63","2019-03",1.927,1.459,2.787,"aakkula"
"64","2019-04",4.156,2.73,7.023,"aakkula"
"65","2019-05",8.814,5.224,14.882,"aakkula"
"66","2019-06",14.646,10.524,17.418,"aakkula"
"67","2019-07",NA,NA,NA,"aakkula"
"68","2019-08",NA,NA,NA,"aakkula"
"69","2019-09",NA,NA,NA,"aakkula"
"70","2019-10",NA,NA,NA,"aakkula"
"71","2019-11",NA,NA,NA,"aakkula"
"72","2019-12",NA,NA,NA,"aakkula"
"73","2014-01",NA,NA,NA,"ala-pispala"
"74","2014-02",3.346,2.345,6.837,"ala-pispala"
"75","2014-03",2.731,2.353,6.984,"ala-pispala"
"76","2014-04",4.395,2.493,7.935,"ala-pispala"
"77","2014-05",7.478,4.813,10.376,"ala-pispala"
"78","2014-06",10.795,8.396,11.949,"ala-pispala"
"79","2014-07",12.334,8.614,16.972,"ala-pispala"
"80","2014-08",10.715,7.121,18.034,"ala-pispala"
"81","2014-09",8.74,7.589,11.218,"ala-pispala"
"82","2014-10",7.618,7.07,8.307,"ala-pispala"
"83","2014-11",7.299,6.723,8.019,"ala-pispala"
"84","2014-12",6.928,5.37,8.164,"ala-pispala"
"85","2015-01",7.069,4.557,8.07,"ala-pispala"
"86","2015-02",7.266,6.613,7.828,"ala-pispala"
"87","2015-03",6.773,5.743,7.551,"ala-pispala"
"88","2015-04",6.858,5.29,7.58,"ala-pispala"
"89","2015-05",7.227,6.564,8.371,"ala-pispala"
"90","2015-06",9.028,6.658,10.649,"ala-pispala"
"91","2015-07",11.195,7.427,14.476,"ala-pispala"
"92","2015-08",13.173,6.742,15.317,"ala-pispala"
"93","2015-09",12.4,8.693,15.61,"ala-pispala"
"94","2015-10",8.777,4.306,12.426,"ala-pispala"
"95","2015-11",7.196,4.853,8.181,"ala-pispala"
"96","2015-12",6.459,3.031,8.096,"ala-pispala"
"97","2016-01",5.231,2.265,7.902,"ala-pispala"
"98","2016-02",4.781,2.289,7.612,"ala-pispala"
"99","2016-03",3.917,1.638,7.336,"ala-pispala"
"100","2016-04",4.838,2.319,7.701,"ala-pispala"
"101","2016-05",8.375,5.195,12.175,"ala-pispala"
"102","2016-06",10.965,8.433,14.8,"ala-pispala"
"103","2016-07",13.134,8.864,16.002,"ala-pispala"
"104","2016-08",13.905,9.6,16.714,"ala-pispala"
"105","2016-09",11.983,7.388,14.364,"ala-pispala"
"106","2016-10",8.685,5.867,11.46,"ala-pispala"
"107","2016-11",4.87,2.494,7.565,"ala-pispala"
"108","2016-12",3.899,1.845,6.699,"ala-pispala"
"109","2017-01",3.959,1.565,6.879,"ala-pispala"
"110","2017-02",4.11,1.971,7.209,"ala-pispala"
"111","2017-03",4.954,2.496,7.25,"ala-pispala"
"112","2017-04",6.673,4.59,7.462,"ala-pispala"
"113","2017-05",7.273,5.529,10.279,"ala-pispala"
"114","2017-06",8.834,6.353,12.037,"ala-pispala"
"115","2017-07",8.557,6.401,14.548,"ala-pispala"
"116","2017-08",8.932,6.428,15.094,"ala-pispala"
"117","2017-09",8.948,6.618,13.148,"ala-pispala"
"118","2017-10",7.628,6.123,8.962,"ala-pispala"
"119","2017-11",5.976,3.728,7.517,"ala-pispala"
"120","2017-12",5.439,2.476,7.591,"ala-pispala"
"121","2018-01",4.706,2.173,7.095,"ala-pispala"
"122","2018-02",4.341,1.288,7.058,"ala-pispala"
"123","2018-03",4.728,1.549,7.21,"ala-pispala"
"124","2018-04",5.364,1.821,7.306,"ala-pispala"
"125","2018-05",6.528,3.498,10.485,"ala-pispala"
"126","2018-06",9.393,6.223,14.02,"ala-pispala"
"127","2018-07",12.709,6.253,22.379,"ala-pispala"
"128","2018-08",13.696,6.333,21.381,"ala-pispala"
"129","2018-09",11.417,6.436,16.521,"ala-pispala"
"130","2018-10",8.348,5.969,10.256,"ala-pispala"
"131","2018-11",6.229,3.488,7.59,"ala-pispala"
"132","2018-12",5.059,1.934,7.406,"ala-pispala"
"133","2019-01",3.445,1.334,7.286,"ala-pispala"
"134","2019-02",2.968,1.721,6.786,"ala-pispala"
"135","2019-03",4.341,2.134,7.333,"ala-pispala"
"136","2019-04",5.806,3.476,7.398,"ala-pispala"
"137","2019-05",8.119,4.9,13.65,"ala-pispala"
"138","2019-06",10.595,9.253,10.665,"ala-pispala"
"139","2019-07",NA,NA,NA,"ala-pispala"
"140","2019-08",NA,NA,NA,"ala-pispala"
"141","2019-09",NA,NA,NA,"ala-pispala"
"142","2019-10",NA,NA,NA,"ala-pispala"
"143","2019-11",NA,NA,NA,"ala-pispala"
"144","2019-12",NA,NA,NA,"ala-pispala"
"145","2014-01",NA,NA,NA,"amuri-a-iv"
"146","2014-02",2.348,2.302,2.387,"amuri-a-iv"
"147","2014-03",2.381,2.353,2.571,"amuri-a-iv"
"148","2014-04",3.422,2.304,6.029,"amuri-a-iv"
"149","2014-05",7.194,4.812,11.457,"amuri-a-iv"
"150","2014-06",11.366,10.299,12.991,"amuri-a-iv"
"151","2014-07",13.477,11.901,19.772,"amuri-a-iv"
"152","2014-08",16.15,12.306,19.731,"amuri-a-iv"
"153","2014-09",13.125,10.702,14.505,"amuri-a-iv"
"154","2014-10",8.814,5.681,10.778,"amuri-a-iv"
"155","2014-11",5.26,3.353,6.648,"amuri-a-iv"
"156","2014-12",3.272,2.055,4.796,"amuri-a-iv"
"157","2015-01",2.846,1.397,4.193,"amuri-a-iv"
"158","2015-02",2.961,1.301,4.497,"amuri-a-iv"
"159","2015-03",3.491,1.415,4.711,"amuri-a-iv"
"160","2015-04",4.441,3.277,5.751,"amuri-a-iv"
"161","2015-05",7.876,5.585,10.456,"amuri-a-iv"
"162","2015-06",11.569,10.165,14.357,"amuri-a-iv"
"163","2015-07",14.038,11.898,17.12,"amuri-a-iv"
"164","2015-08",14.969,13.914,17.788,"amuri-a-iv"
"165","2015-09",13.823,11.824,16.224,"amuri-a-iv"
"166","2015-10",8.966,2.186,12.432,"amuri-a-iv"
"167","2015-11",6.288,4.252,7.836,"amuri-a-iv"
"168","2015-12",4.164,2.362,5.911,"amuri-a-iv"
"169","2016-01",2.45,1.207,3.712,"amuri-a-iv"
"170","2016-02",2.23,1.122,3.761,"amuri-a-iv"
"171","2016-03",2.282,1.185,2.752,"amuri-a-iv"
"172","2016-04",3.445,2.11,5.299,"amuri-a-iv"
"173","2016-05",8.401,5.089,13.072,"amuri-a-iv"
"174","2016-06",11.743,8.615,14.479,"amuri-a-iv"
"175","2016-07",14.084,12.638,16.835,"amuri-a-iv"
"176","2016-08",15.355,13.344,18.117,"amuri-a-iv"
"177","2016-09",13.247,10.482,15.226,"amuri-a-iv"
"178","2016-10",8.792,5.85,12.181,"amuri-a-iv"
"179","2016-11",3.59,1.443,6.185,"amuri-a-iv"
"180","2016-12",2.426,1.429,3.211,"amuri-a-iv"
"181","2017-01",2.38,1.226,3.427,"amuri-a-iv"
"182","2017-02",2.518,1.454,3.325,"amuri-a-iv"
"183","2017-03",3.357,2.1,4.766,"amuri-a-iv"
"184","2017-04",4.753,3.978,5.599,"amuri-a-iv"
"185","2017-05",7.124,4.637,10.997,"amuri-a-iv"
"186","2017-06",11.024,7.385,14.575,"amuri-a-iv"
"187","2017-07",13.304,9.743,17.282,"amuri-a-iv"
"188","2017-08",14.334,9.988,18.181,"amuri-a-iv"
"189","2017-09",12.213,9.805,15.204,"amuri-a-iv"
"190","2017-10",8.459,5.957,11.881,"amuri-a-iv"
"191","2017-11",4.553,2.931,6.211,"amuri-a-iv"
"192","2017-12",3.117,1.361,4.507,"amuri-a-iv"
"193","2018-01",2.698,1.27,4.03,"amuri-a-iv"
"194","2018-02",1.612,1.047,3.385,"amuri-a-iv"
"195","2018-03",1.841,1.208,3.342,"amuri-a-iv"
"196","2018-04",2.588,1.374,4.4,"amuri-a-iv"
"197","2018-05",6.098,2.93,11.999,"amuri-a-iv"
"198","2018-06",10.705,6.768,15.889,"amuri-a-iv"
"199","2018-07",16.015,11.867,23.469,"amuri-a-iv"
"200","2018-08",17.221,13.867,24.11,"amuri-a-iv"
"201","2018-09",14.416,9.97,17.903,"amuri-a-iv"
"202","2018-10",8.858,5.562,10.659,"amuri-a-iv"
"203","2018-11",5.458,2.836,6.393,"amuri-a-iv"
"204","2018-12",2.485,1.258,3.796,"amuri-a-iv"
"205","2019-01",2.264,1.227,3.107,"amuri-a-iv"
"206","2019-02",2.206,1.371,3.105,"amuri-a-iv"
"207","2019-03",2.758,1.69,3.793,"amuri-a-iv"
"208","2019-04",4.537,2.943,7.072,"amuri-a-iv"
"209","2019-05",8.231,4.815,14.445,"amuri-a-iv"
"210","2019-06",10.642,9.957,11.07,"amuri-a-iv"
"211","2019-07",NA,NA,NA,"amuri-a-iv"
"212","2019-08",NA,NA,NA,"amuri-a-iv"
"213","2019-09",NA,NA,NA,"amuri-a-iv"
"214","2019-10",NA,NA,NA,"amuri-a-iv"
"215","2019-11",NA,NA,NA,"amuri-a-iv"
"216","2019-12",NA,NA,NA,"amuri-a-iv"
"217","2014-01",NA,NA,NA,"amuri-a-iv-2"
"218","2014-02",2.327,1.834,2.466,"amuri-a-iv-2"
"219","2014-03",2.392,2.353,3.36,"amuri-a-iv-2"
"220","2014-04",3.59,2.507,5.933,"amuri-a-iv-2"
"221","2014-05",7.474,4.812,11.911,"amuri-a-iv-2"
"222","2014-06",11.482,10.138,13.533,"amuri-a-iv-2"
"223","2014-07",14.138,11.901,19.799,"amuri-a-iv-2"
"224","2014-08",16.188,12.211,20.261,"amuri-a-iv-2"
"225","2014-09",13.327,11.409,14.657,"amuri-a-iv-2"
"226","2014-10",8.701,5.753,9.884,"amuri-a-iv-2"
"227","2014-11",4.928,3.404,6.302,"amuri-a-iv-2"
"228","2014-12",2.985,1.539,4.083,"amuri-a-iv-2"
"229","2015-01",2.218,1.539,3.495,"amuri-a-iv-2"
"230","2015-02",2.616,1.89,3.633,"amuri-a-iv-2"
"231","2015-03",3.358,2.014,4.748,"amuri-a-iv-2"
"232","2015-04",4.324,3.656,5.714,"amuri-a-iv-2"
"233","2015-05",7.949,5.917,10.502,"amuri-a-iv-2"
"234","2015-06",12.028,10.595,14.356,"amuri-a-iv-2"
"235","2015-07",14.492,11.976,16.693,"amuri-a-iv-2"
"236","2015-08",15.621,13.776,18.821,"amuri-a-iv-2"
"237","2015-09",13.913,11.774,16.634,"amuri-a-iv-2"
"238","2015-10",9.095,5.418,12.724,"amuri-a-iv-2"
"239","2015-11",6.194,4.202,7.611,"amuri-a-iv-2"
"240","2015-12",4.025,1.841,5.546,"amuri-a-iv-2"
"241","2016-01",2.285,1.328,3.54,"amuri-a-iv-2"
"242","2016-02",2.123,1.184,3.723,"amuri-a-iv-2"
"243","2016-03",2.023,1.187,2.678,"amuri-a-iv-2"
"244","2016-04",3.502,2.159,5.386,"amuri-a-iv-2"
"245","2016-05",8.716,5.141,13.137,"amuri-a-iv-2"
"246","2016-06",11.927,9.155,15.365,"amuri-a-iv-2"
"247","2016-07",14.396,12.949,16.921,"amuri-a-iv-2"
"248","2016-08",15.606,13.574,18.394,"amuri-a-iv-2"
"249","2016-09",13.388,10.843,15.392,"amuri-a-iv-2"
"250","2016-10",8.666,5.777,11.946,"amuri-a-iv-2"
"251","2016-11",3.385,1.362,6.085,"amuri-a-iv-2"
"252","2016-12",2.248,1.428,2.992,"amuri-a-iv-2"
"253","2017-01",2.2,1.239,3.258,"amuri-a-iv-2"
"254","2017-02",2.355,1.482,3.249,"amuri-a-iv-2"
"255","2017-03",3.295,1.995,4.882,"amuri-a-iv-2"
"256","2017-04",4.914,4.034,5.685,"amuri-a-iv-2"
"257","2017-05",7.193,4.72,11.131,"amuri-a-iv-2"
"258","2017-06",11.052,7.39,13.867,"amuri-a-iv-2"
"259","2017-07",13.165,9.867,16.228,"amuri-a-iv-2"
"260","2017-08",14.193,10.719,17.793,"amuri-a-iv-2"
"261","2017-09",11.97,9.822,14.868,"amuri-a-iv-2"
"262","2017-10",8.386,5.974,11.067,"amuri-a-iv-2"
"263","2017-11",4.562,3.001,6.135,"amuri-a-iv-2"
"264","2017-12",3.139,1.474,4.382,"amuri-a-iv-2"
"265","2018-01",2.699,1.538,4.071,"amuri-a-iv-2"
"266","2018-02",1.712,1.067,3.336,"amuri-a-iv-2"
"267","2018-03",2.019,1.217,3.367,"amuri-a-iv-2"
"268","2018-04",2.792,1.377,4.544,"amuri-a-iv-2"
"269","2018-05",6.145,3.064,11.314,"amuri-a-iv-2"
"270","2018-06",10.802,6.749,15.206,"amuri-a-iv-2"
"271","2018-07",16.12,12.066,23.87,"amuri-a-iv-2"
"272","2018-08",17.212,14.225,23.964,"amuri-a-iv-2"
"273","2018-09",14.333,10.166,17.675,"amuri-a-iv-2"
"274","2018-10",8.834,5.531,10.598,"amuri-a-iv-2"
"275","2018-11",5.436,2.905,6.401,"amuri-a-iv-2"
"276","2018-12",2.623,1.353,3.903,"amuri-a-iv-2"
"277","2019-01",2.272,1.268,3.166,"amuri-a-iv-2"
"278","2019-02",2.134,1.4,3.007,"amuri-a-iv-2"
"279","2019-03",2.789,1.743,3.92,"amuri-a-iv-2"
"280","2019-04",4.614,3.24,7.04,"amuri-a-iv-2"
"281","2019-05",8.247,5.162,14.278,"amuri-a-iv-2"
"282","2019-06",10.633,10.066,11.019,"amuri-a-iv-2"
"283","2019-07",NA,NA,NA,"amuri-a-iv-2"
"284","2019-08",NA,NA,NA,"amuri-a-iv-2"
"285","2019-09",NA,NA,NA,"amuri-a-iv-2"
"286","2019-10",NA,NA,NA,"amuri-a-iv-2"
"287","2019-11",NA,NA,NA,"amuri-a-iv-2"
"288","2019-12",NA,NA,NA,"amuri-a-iv-2"
"289","2014-01",NA,NA,NA,"amuri-a-iv-3"
"290","2014-02",2.348,2.298,2.372,"amuri-a-iv-3"
"291","2014-03",2.381,2.353,2.551,"amuri-a-iv-3"
"292","2014-04",3.421,2.447,5.916,"amuri-a-iv-3"
"293","2014-05",7.205,4.812,10.96,"amuri-a-iv-3"
"294","2014-06",11.365,10.241,12.356,"amuri-a-iv-3"
"295","2014-07",13.475,11.901,18.922,"amuri-a-iv-3"
"296","2014-08",16.119,12.602,19.295,"amuri-a-iv-3"
"297","2014-09",12.728,10.19,14.298,"amuri-a-iv-3"
"298","2014-10",8.78,5.92,10.694,"amuri-a-iv-3"
"299","2014-11",5.421,3.905,6.807,"amuri-a-iv-3"
"300","2014-12",3.425,2.399,4.977,"amuri-a-iv-3"
"301","2015-01",2.994,1.965,3.591,"amuri-a-iv-3"
"302","2015-02",3.254,1.828,4.34,"amuri-a-iv-3"
"303","2015-03",3.746,2.069,5.058,"amuri-a-iv-3"
"304","2015-04",4.554,3.588,5.795,"amuri-a-iv-3"
"305","2015-05",7.812,5.647,10.247,"amuri-a-iv-3"
"306","2015-06",11.509,10.292,13.748,"amuri-a-iv-3"
"307","2015-07",13.896,11.898,16.071,"amuri-a-iv-3"
"308","2015-08",14.931,13.914,17.345,"amuri-a-iv-3"
"309","2015-09",13.826,12.155,15.751,"amuri-a-iv-3"
"310","2015-10",9.029,2.223,12.368,"amuri-a-iv-3"
"311","2015-11",6.291,4.374,7.836,"amuri-a-iv-3"
"312","2015-12",4.178,2.673,5.401,"amuri-a-iv-3"
"313","2016-01",2.449,1.398,3.362,"amuri-a-iv-3"
"314","2016-02",2.246,1.251,3.638,"amuri-a-iv-3"
"315","2016-03",2.293,1.228,2.619,"amuri-a-iv-3"
"316","2016-04",3.44,2.148,5.269,"amuri-a-iv-3"
"317","2016-05",8.391,4.988,12.867,"amuri-a-iv-3"
"318","2016-06",11.743,9.337,14.177,"amuri-a-iv-3"
"319","2016-07",14.08,13.034,15.694,"amuri-a-iv-3"
"320","2016-08",15.357,13.779,17.344,"amuri-a-iv-3"
"321","2016-09",13.248,11.038,15.127,"amuri-a-iv-3"
"322","2016-10",8.803,5.975,11.76,"amuri-a-iv-3"
"323","2016-11",3.596,1.686,6.185,"amuri-a-iv-3"
"324","2016-12",2.425,1.568,2.968,"amuri-a-iv-3"
"325","2017-01",2.377,1.295,3.227,"amuri-a-iv-3"
"326","2017-02",2.519,1.608,3.175,"amuri-a-iv-3"
"327","2017-03",3.368,2.347,4.718,"amuri-a-iv-3"
"328","2017-04",4.895,4.038,5.887,"amuri-a-iv-3"
"329","2017-05",7.134,4.69,10.579,"amuri-a-iv-3"
"330","2017-06",10.965,7.345,14.327,"amuri-a-iv-3"
"331","2017-07",12.99,8.912,16.87,"amuri-a-iv-3"
"332","2017-08",14.005,9.727,17.926,"amuri-a-iv-3"
"333","2017-09",12.022,9.518,14.955,"amuri-a-iv-3"
"334","2017-10",8.349,6.019,11.438,"amuri-a-iv-3"
"335","2017-11",4.569,2.959,6.198,"amuri-a-iv-3"
"336","2017-12",3.144,1.526,4.32,"amuri-a-iv-3"
"337","2018-01",2.704,1.367,3.795,"amuri-a-iv-3"
"338","2018-02",1.65,1.072,3.126,"amuri-a-iv-3"
"339","2018-03",1.895,1.21,3.16,"amuri-a-iv-3"
"340","2018-04",2.655,1.395,4.366,"amuri-a-iv-3"
"341","2018-05",6.113,2.985,11.664,"amuri-a-iv-3"
"342","2018-06",10.694,6.753,15.685,"amuri-a-iv-3"
"343","2018-07",16.009,12.046,22.808,"amuri-a-iv-3"
"344","2018-08",17.216,14.397,23.514,"amuri-a-iv-3"
"345","2018-09",14.405,10.202,17.714,"amuri-a-iv-3"
"346","2018-10",8.862,5.606,10.512,"amuri-a-iv-3"
"347","2018-11",5.461,2.887,6.361,"amuri-a-iv-3"
"348","2018-12",2.512,1.297,3.831,"amuri-a-iv-3"
"349","2019-01",2.264,1.277,2.981,"amuri-a-iv-3"
"350","2019-02",2.197,1.411,3.032,"amuri-a-iv-3"
"351","2019-03",2.756,1.756,3.776,"amuri-a-iv-3"
"352","2019-04",4.542,3.041,7.04,"amuri-a-iv-3"
"353","2019-05",8.229,5.198,14.363,"amuri-a-iv-3"
"354","2019-06",10.643,10.097,10.998,"amuri-a-iv-3"
"355","2019-07",NA,NA,NA,"amuri-a-iv-3"
"356","2019-08",NA,NA,NA,"amuri-a-iv-3"
"357","2019-09",NA,NA,NA,"amuri-a-iv-3"
"358","2019-10",NA,NA,NA,"amuri-a-iv-3"
"359","2019-11",NA,NA,NA,"amuri-a-iv-3"
"360","2019-12",NA,NA,NA,"amuri-a-iv-3"
"361","2014-01",NA,NA,NA,"amuri-b-v"
"362","2014-02",2.347,2.143,2.541,"amuri-b-v"
"363","2014-03",2.382,2.284,2.778,"amuri-b-v"
"364","2014-04",3.445,2.422,6.017,"amuri-b-v"
"365","2014-05",7.238,4.814,11.303,"amuri-b-v"
"366","2014-06",11.38,10.19,12.772,"amuri-b-v"
"367","2014-07",13.537,11.901,19.555,"amuri-b-v"
"368","2014-08",16.045,12.265,19.947,"amuri-b-v"
"369","2014-09",13.893,12.598,14.435,"amuri-b-v"
"370","2014-10",8.827,5.66,10.386,"amuri-b-v"
"371","2014-11",4.992,3.133,6.426,"amuri-b-v"
"372","2014-12",3.086,1.886,4.344,"amuri-b-v"
"373","2015-01",2.45,1.275,4.031,"amuri-b-v"
"374","2015-02",2.515,1.304,3.682,"amuri-b-v"
"375","2015-03",3.334,1.525,4.83,"amuri-b-v"
"376","2015-04",4.311,3.277,5.723,"amuri-b-v"
"377","2015-05",7.943,5.949,10.281,"amuri-b-v"
"378","2015-06",11.525,10.227,14.071,"amuri-b-v"
"379","2015-07",13.892,11.996,16.004,"amuri-b-v"
"380","2015-08",14.952,13.913,18.577,"amuri-b-v"
"381","2015-09",13.826,12.049,16.248,"amuri-b-v"
"382","2015-10",9.029,2.272,12.645,"amuri-b-v"
"383","2015-11",6.269,4.287,7.835,"amuri-b-v"
"384","2015-12",4.156,2.386,5.795,"amuri-b-v"
"385","2016-01",2.455,1.226,3.923,"amuri-b-v"
"386","2016-02",2.238,1.128,3.725,"amuri-b-v"
"387","2016-03",2.26,1.189,2.727,"amuri-b-v"
"388","2016-04",3.456,2.118,5.33,"amuri-b-v"
"389","2016-05",8.439,5.171,13.017,"amuri-b-v"
"390","2016-06",11.76,9.002,14.716,"amuri-b-v"
"391","2016-07",14.105,12.722,16.799,"amuri-b-v"
"392","2016-08",15.358,13.359,18.401,"amuri-b-v"
"393","2016-09",13.235,10.425,15.235,"amuri-b-v"
"394","2016-10",8.765,5.886,12.143,"amuri-b-v"
"395","2016-11",3.583,1.467,6.185,"amuri-b-v"
"396","2016-12",2.431,1.46,3.195,"amuri-b-v"
"397","2017-01",2.383,1.231,3.353,"amuri-b-v"
"398","2017-02",2.526,1.49,3.331,"amuri-b-v"
"399","2017-03",3.372,2.155,4.752,"amuri-b-v"
"400","2017-04",4.762,4.003,5.639,"amuri-b-v"
"401","2017-05",7.138,4.65,10.905,"amuri-b-v"
"402","2017-06",11.027,7.463,14.554,"amuri-b-v"
"403","2017-07",13.349,9.765,17.186,"amuri-b-v"
"404","2017-08",14.356,10.644,18.039,"amuri-b-v"
"405","2017-09",12.159,9.848,15.178,"amuri-b-v"
"406","2017-10",8.466,5.957,11.824,"amuri-b-v"
"407","2017-11",4.552,2.937,6.179,"amuri-b-v"
"408","2017-12",3.132,1.384,4.438,"amuri-b-v"
"409","2018-01",2.707,1.31,4.061,"amuri-b-v"
"410","2018-02",1.615,1.048,3.357,"amuri-b-v"
"411","2018-03",1.872,1.204,3.385,"amuri-b-v"
"412","2018-04",2.618,1.379,4.382,"amuri-b-v"
"413","2018-05",6.105,2.947,11.922,"amuri-b-v"
"414","2018-06",10.716,6.761,15.836,"amuri-b-v"
"415","2018-07",16.022,11.866,23.305,"amuri-b-v"
"416","2018-08",17.19,13.969,23.943,"amuri-b-v"
"417","2018-09",14.387,9.985,17.866,"amuri-b-v"
"418","2018-10",8.846,5.582,10.649,"amuri-b-v"
"419","2018-11",5.457,2.863,6.384,"amuri-b-v"
"420","2018-12",2.501,1.264,3.79,"amuri-b-v"
"421","2019-01",2.268,1.235,3.088,"amuri-b-v"
"422","2019-02",2.208,1.374,3.1,"amuri-b-v"
"423","2019-03",2.767,1.713,3.839,"amuri-b-v"
"424","2019-04",4.551,2.965,7.075,"amuri-b-v"
"425","2019-05",8.24,4.907,14.414,"amuri-b-v"
"426","2019-06",10.641,9.981,11.059,"amuri-b-v"
"427","2019-07",NA,NA,NA,"amuri-b-v"
"428","2019-08",NA,NA,NA,"amuri-b-v"
"429","2019-09",NA,NA,NA,"amuri-b-v"
"430","2019-10",NA,NA,NA,"amuri-b-v"
"431","2019-11",NA,NA,NA,"amuri-b-v"
"432","2019-12",NA,NA,NA,"amuri-b-v"
"433","2014-01",NA,NA,NA,"atala"
"434","2014-02",1.872,1.363,2.446,"atala"
"435","2014-03",2.691,1.533,4.25,"atala"
"436","2014-04",4.609,3.679,5.999,"atala"
"437","2014-05",8.494,5.514,13.622,"atala"
"438","2014-06",12.624,10.54,15.805,"atala"
"439","2014-07",16.978,12.921,22.972,"atala"
"440","2014-08",18.202,14.861,22.391,"atala"
"441","2014-09",15.434,15.01,15.828,"atala"
"442","2014-10",9.081,5.347,10.942,"atala"
"443","2014-11",4.426,3.124,6.151,"atala"
"444","2014-12",2.199,1.408,3.222,"atala"
"445","2015-01",1.596,1.42,2.085,"atala"
"446","2015-02",1.474,1.368,1.655,"atala"
"447","2015-03",2.242,1.408,3.388,"atala"
"448","2015-04",3.949,3.184,5.659,"atala"
"449","2015-05",8.067,5.528,10.883,"atala"
"450","2015-06",12.484,11.099,15.181,"atala"
"451","2015-07",15.601,12.855,17.28,"atala"
"452","2015-08",16.731,14.489,19.387,"atala"
"453","2015-09",14.265,11.791,17.182,"atala"
"454","2015-10",9.201,6.774,12.699,"atala"
"455","2015-11",5.907,3.999,6.894,"atala"
"456","2015-12",3.504,1.465,4.333,"atala"
"457","2016-01",1.69,1.14,2.478,"atala"
"458","2016-02",1.488,1,2.169,"atala"
"459","2016-03",1.275,1.052,1.944,"atala"
"460","2016-04",3.545,1.945,5.717,"atala"
"461","2016-05",9.355,5.174,13.878,"atala"
"462","2016-06",12.746,7.644,16.766,"atala"
"463","2016-07",16.22,13.334,18.9,"atala"
"464","2016-08",16.431,14.15,19.486,"atala"
"465","2016-09",13.738,11.645,15.485,"atala"
"466","2016-10",8.317,5.622,12.473,"atala"
"467","2016-11",2.86,1.313,5.798,"atala"
"468","2016-12",1.846,1.337,2.562,"atala"
"469","2017-01",1.746,1.088,2.992,"atala"
