"","datetime","average","minimum","maximum","area"
"8108","2017-08",14.385,10.487,18.129,"pyynikinrinne-vii"
"8109","2017-09",12.138,9.827,15.213,"pyynikinrinne-vii"
"8110","2017-10",8.441,5.967,11.765,"pyynikinrinne-vii"
"8111","2017-11",4.537,2.915,6.144,"pyynikinrinne-vii"
"8112","2017-12",3.115,1.4,4.54,"pyynikinrinne-vii"
"8113","2018-01",2.681,1.298,3.961,"pyynikinrinne-vii"
"8114","2018-02",1.62,1.045,3.431,"pyynikinrinne-vii"
"8115","2018-03",1.894,1.192,3.428,"pyynikinrinne-vii"
"8116","2018-04",2.642,1.366,4.425,"pyynikinrinne-vii"
"8117","2018-05",6.123,2.942,11.846,"pyynikinrinne-vii"
"8118","2018-06",10.768,6.73,15.882,"pyynikinrinne-vii"
"8119","2018-07",16.101,11.853,23.558,"pyynikinrinne-vii"
"8120","2018-08",17.216,13.947,23.958,"pyynikinrinne-vii"
"8121","2018-09",14.391,9.733,17.896,"pyynikinrinne-vii"
"8122","2018-10",8.84,5.528,10.623,"pyynikinrinne-vii"
"8123","2018-11",5.443,2.796,6.388,"pyynikinrinne-vii"
"8124","2018-12",2.496,1.252,3.79,"pyynikinrinne-vii"
"8125","2019-01",2.252,1.243,3.08,"pyynikinrinne-vii"
"8126","2019-02",2.185,1.379,3.106,"pyynikinrinne-vii"
"8127","2019-03",2.758,1.706,3.877,"pyynikinrinne-vii"
"8128","2019-04",4.556,2.975,7.051,"pyynikinrinne-vii"
"8129","2019-05",8.253,4.844,14.444,"pyynikinrinne-vii"
"8130","2019-06",10.638,9.961,10.959,"pyynikinrinne-vii"
"8131","2019-07",NA,NA,NA,"pyynikinrinne-vii"
"8132","2019-08",NA,NA,NA,"pyynikinrinne-vii"
"8133","2019-09",NA,NA,NA,"pyynikinrinne-vii"
"8134","2019-10",NA,NA,NA,"pyynikinrinne-vii"
"8135","2019-11",NA,NA,NA,"pyynikinrinne-vii"
"8136","2019-12",NA,NA,NA,"pyynikinrinne-vii"
"8137","2014-01",NA,NA,NA,"pyynikki"
"8138","2014-02",1.002,1,1.02,"pyynikki"
"8139","2014-03",1.868,1,4.051,"pyynikki"
"8140","2014-04",4.226,3.424,5.936,"pyynikki"
"8141","2014-05",8.741,5.348,14.815,"pyynikki"
"8142","2014-06",13.623,10.751,16.974,"pyynikki"
"8143","2014-07",18.348,13.946,23.883,"pyynikki"
"8144","2014-08",19.305,16.25,23.847,"pyynikki"
"8145","2014-09",15.956,15.805,16.116,"pyynikki"
"8146","2014-10",9.3,5.249,11.33,"pyynikki"
"8147","2014-11",4.221,2.69,6.1,"pyynikki"
"8148","2014-12",1.66,1,2.847,"pyynikki"
"8149","2015-01",1.017,1,1.511,"pyynikki"
"8150","2015-02",1,1,1,"pyynikki"
"8151","2015-03",1.854,1,3.045,"pyynikki"
"8152","2015-04",3.68,2.785,5.66,"pyynikki"
"8153","2015-05",8.151,5.318,11.236,"pyynikki"
"8154","2015-06",13.026,11.413,15.839,"pyynikki"
"8155","2015-07",17.156,14.046,18.421,"pyynikki"
"8156","2015-08",18.519,17.023,20.858,"pyynikki"
"8157","2015-09",15.75,13.437,18.06,"pyynikki"
"8158","2015-10",9.647,6.619,13.342,"pyynikki"
"8159","2015-11",5.733,3.743,6.904,"pyynikki"
"8160","2015-12",2.994,1.032,4.018,"pyynikki"
"8161","2016-01",1,1,1.027,"pyynikki"
"8162","2016-02",1.006,1,1.147,"pyynikki"
"8163","2016-03",1.277,1.05,1.941,"pyynikki"
"8164","2016-04",3.529,1.945,5.524,"pyynikki"
"8165","2016-05",9.68,4.989,14.626,"pyynikki"
"8166","2016-06",13.686,7.629,17.921,"pyynikki"
"8167","2016-07",17.732,14.507,20.247,"pyynikki"
"8168","2016-08",17.797,15.561,20.588,"pyynikki"
"8169","2016-09",14.681,12.87,16.014,"pyynikki"
"8170","2016-10",8.495,5.486,12.85,"pyynikki"
"8171","2016-11",2.284,1,5.656,"pyynikki"
"8172","2016-12",1.092,1.057,1.158,"pyynikki"
"8173","2017-01",1.089,1.032,1.149,"pyynikki"
"8174","2017-02",1.267,1.108,1.517,"pyynikki"
"8175","2017-03",2.42,1.517,3.913,"pyynikki"
"8176","2017-04",4.064,3.713,4.834,"pyynikki"
"8177","2017-05",7.291,4.043,11.793,"pyynikki"
"8178","2017-06",12.471,8.309,15.686,"pyynikki"
"8179","2017-07",16.659,14.383,19.044,"pyynikki"
"8180","2017-08",17.811,15.587,19.021,"pyynikki"
"8181","2017-09",13.868,8.825,15.706,"pyynikki"
"8182","2017-10",9.123,5.59,12.429,"pyynikki"
"8183","2017-11",3.837,2.517,5.783,"pyynikki"
"8184","2017-12",1.398,1,2.589,"pyynikki"
"8185","2018-01",1.003,1,1.061,"pyynikki"
"8186","2018-02",1.048,1,1.587,"pyynikki"
"8187","2018-03",1.073,1,2.451,"pyynikki"
"8188","2018-04",1.829,1,3.812,"pyynikki"
"8189","2018-05",7.229,3.348,14.271,"pyynikki"
"8190","2018-06",12.808,7.189,17.087,"pyynikki"
"8191","2018-07",18.032,13.051,24.998,"pyynikki"
"8192","2018-08",19.416,16.31,24.901,"pyynikki"
"8193","2018-09",15.404,10.601,18.207,"pyynikki"
"8194","2018-10",9.109,5.306,10.915,"pyynikki"
"8195","2018-11",4.998,2.248,6.114,"pyynikki"
"8196","2018-12",1.101,1,2.262,"pyynikki"
"8197","2019-01",1.004,1,1.017,"pyynikki"
"8198","2019-02",1.134,1,1.755,"pyynikki"
"8199","2019-03",1.796,1.394,2.621,"pyynikki"
"8200","2019-04",4,2.62,6.83,"pyynikki"
"8201","2019-05",8.691,5.149,14.932,"pyynikki"
"8202","2019-06",14.754,10.656,17.755,"pyynikki"
"8203","2019-07",NA,NA,NA,"pyynikki"
"8204","2019-08",NA,NA,NA,"pyynikki"
"8205","2019-09",NA,NA,NA,"pyynikki"
"8206","2019-10",NA,NA,NA,"pyynikki"
"8207","2019-11",NA,NA,NA,"pyynikki"
"8208","2019-12",NA,NA,NA,"pyynikki"
"8209","2014-01",NA,NA,NA,"pyynikki-2"
"8210","2014-02",2.347,2.267,2.381,"pyynikki-2"
"8211","2014-03",2.381,2.353,2.578,"pyynikki-2"
"8212","2014-04",3.436,2.507,5.946,"pyynikki-2"
"8213","2014-05",7.214,4.812,11.392,"pyynikki-2"
"8214","2014-06",11.373,10.234,12.723,"pyynikki-2"
"8215","2014-07",13.509,11.901,19.599,"pyynikki-2"
"8216","2014-08",16.031,12.436,19.625,"pyynikki-2"
"8217","2014-09",14.075,12.86,15.101,"pyynikki-2"
"8218","2014-10",8.836,5.638,10.695,"pyynikki-2"
"8219","2014-11",5.088,3.185,6.638,"pyynikki-2"
"8220","2014-12",3.156,1.828,4.662,"pyynikki-2"
"8221","2015-01",2.643,1.377,4.149,"pyynikki-2"
"8222","2015-02",2.717,1.394,3.975,"pyynikki-2"
"8223","2015-03",3.384,1.516,4.663,"pyynikki-2"
"8224","2015-04",4.358,3.33,5.722,"pyynikki-2"
"8225","2015-05",7.9,5.947,10.346,"pyynikki-2"
"8226","2015-06",11.538,10.231,14.156,"pyynikki-2"
"8227","2015-07",13.958,12.022,16.336,"pyynikki-2"
"8228","2015-08",14.971,13.897,18.166,"pyynikki-2"
"8229","2015-09",13.821,11.789,16.176,"pyynikki-2"
"8230","2015-10",9.255,3.855,12.666,"pyynikki-2"
"8231","2015-11",6.274,4.295,7.84,"pyynikki-2"
"8232","2015-12",4.157,2.422,5.751,"pyynikki-2"
"8233","2016-01",2.455,1.367,3.642,"pyynikki-2"
"8234","2016-02",2.234,1.208,3.796,"pyynikki-2"
"8235","2016-03",2.266,1.261,2.729,"pyynikki-2"
"8236","2016-04",3.452,2.138,5.395,"pyynikki-2"
"8237","2016-05",8.43,5.171,12.946,"pyynikki-2"
"8238","2016-06",11.757,9.068,14.599,"pyynikki-2"
"8239","2016-07",14.098,12.773,16.834,"pyynikki-2"
"8240","2016-08",15.355,13.367,18.141,"pyynikki-2"
"8241","2016-09",13.241,10.462,15.17,"pyynikki-2"
"8242","2016-10",8.772,5.93,12.045,"pyynikki-2"
"8243","2016-11",3.578,1.633,6.185,"pyynikki-2"
"8244","2016-12",2.426,1.458,3.203,"pyynikki-2"
"8245","2017-01",2.378,1.293,3.307,"pyynikki-2"
"8246","2017-02",2.52,1.517,3.272,"pyynikki-2"
"8247","2017-03",3.366,2.146,4.787,"pyynikki-2"
"8248","2017-04",4.759,4.027,5.596,"pyynikki-2"
"8249","2017-05",7.133,4.67,10.804,"pyynikki-2"
"8250","2017-06",11.029,7.406,14.47,"pyynikki-2"
"8251","2017-07",13.407,10.079,17.131,"pyynikki-2"
"8252","2017-08",14.427,10.759,18.021,"pyynikki-2"
"8253","2017-09",12.17,9.956,15.109,"pyynikki-2"
"8254","2017-10",8.484,5.963,11.789,"pyynikki-2"
"8255","2017-11",4.56,2.937,6.195,"pyynikki-2"
"8256","2017-12",3.142,1.486,4.505,"pyynikki-2"
"8257","2018-01",2.708,1.351,4.084,"pyynikki-2"
"8258","2018-02",1.623,1.051,3.394,"pyynikki-2"
"8259","2018-03",1.871,1.209,3.284,"pyynikki-2"
"8260","2018-04",2.612,1.373,4.385,"pyynikki-2"
"8261","2018-05",6.11,2.951,11.72,"pyynikki-2"
"8262","2018-06",10.713,6.757,15.712,"pyynikki-2"
"8263","2018-07",16.02,11.929,23.243,"pyynikki-2"
"8264","2018-08",17.194,14.049,23.725,"pyynikki-2"
"8265","2018-09",14.389,9.883,17.797,"pyynikki-2"
"8266","2018-10",8.849,5.588,10.568,"pyynikki-2"
"8267","2018-11",5.459,2.884,6.382,"pyynikki-2"
"8268","2018-12",2.498,1.273,3.76,"pyynikki-2"
"8269","2019-01",2.269,1.259,3.04,"pyynikki-2"
"8270","2019-02",2.208,1.401,3.083,"pyynikki-2"
"8271","2019-03",2.764,1.739,3.852,"pyynikki-2"
"8272","2019-04",4.547,2.989,7.07,"pyynikki-2"
"8273","2019-05",8.239,4.909,14.404,"pyynikki-2"
"8274","2019-06",10.641,9.998,11.027,"pyynikki-2"
"8275","2019-07",NA,NA,NA,"pyynikki-2"
"8276","2019-08",NA,NA,NA,"pyynikki-2"
"8277","2019-09",NA,NA,NA,"pyynikki-2"
"8278","2019-10",NA,NA,NA,"pyynikki-2"
"8279","2019-11",NA,NA,NA,"pyynikki-2"
"8280","2019-12",NA,NA,NA,"pyynikki-2"
"8281","2014-01",NA,NA,NA,"rahola"
"8282","2014-02",8.611,8.287,9.132,"rahola"
"8283","2014-03",8.581,6.777,9.913,"rahola"
"8284","2014-04",8.59,7.014,8.985,"rahola"
"8285","2014-05",8.83,8.289,9.812,"rahola"
"8286","2014-06",8.916,8.525,9.614,"rahola"
"8287","2014-07",9.05,8.487,17.7,"rahola"
"8288","2014-08",8.533,8.3,8.902,"rahola"
"8289","2014-09",8.35,8.304,8.422,"rahola"
"8290","2014-10",7.944,7.844,8.322,"rahola"
"8291","2014-11",7.679,7.22,8.129,"rahola"
"8292","2014-12",8.404,7.237,8.64,"rahola"
"8293","2015-01",8.382,7.802,8.593,"rahola"
"8294","2015-02",7.875,7.765,8.019,"rahola"
"8295","2015-03",7.179,6.644,7.874,"rahola"
"8296","2015-04",7.806,7.004,8.549,"rahola"
"8297","2015-05",7.281,6.978,7.941,"rahola"
"8298","2015-06",8.447,7.27,8.962,"rahola"
"8299","2015-07",8.916,8.537,9.281,"rahola"
"8300","2015-08",8.948,8.592,9.481,"rahola"
"8301","2015-09",8.805,8.588,9.111,"rahola"
"8302","2015-10",8.613,8.458,8.936,"rahola"
"8303","2015-11",8.557,7.991,8.698,"rahola"
"8304","2015-12",8.491,7.855,8.698,"rahola"
"8305","2016-01",8.507,8.19,8.693,"rahola"
"8306","2016-02",8.433,7.282,8.652,"rahola"
"8307","2016-03",8.429,7.013,8.629,"rahola"
"8308","2016-04",8.47,8.012,9.466,"rahola"
"8309","2016-05",8.641,8.381,8.992,"rahola"
"8310","2016-06",8.797,8.497,9.284,"rahola"
"8311","2016-07",8.997,8.53,9.363,"rahola"
"8312","2016-08",8.949,8.51,10.286,"rahola"
"8313","2016-09",8.745,8.501,9.185,"rahola"
"8314","2016-10",8.595,8.349,9.426,"rahola"
"8315","2016-11",8.447,7.528,8.577,"rahola"
"8316","2016-12",8.191,6.233,8.595,"rahola"
"8317","2017-01",8.292,6.502,8.89,"rahola"
"8318","2017-02",8.34,6.667,8.766,"rahola"
"8319","2017-03",8.151,6.66,8.597,"rahola"
"8320","2017-04",8.504,8.016,13.81,"rahola"
"8321","2017-05",8.251,7.118,11.728,"rahola"
"8322","2017-06",8.829,8.226,15.582,"rahola"
"8323","2017-07",8.556,7.88,9.287,"rahola"
"8324","2017-08",8.511,7.868,9.014,"rahola"
"8325","2017-09",8.59,8.154,9.42,"rahola"
"8326","2017-10",8.377,8.12,8.857,"rahola"
"8327","2017-11",8.232,7.571,8.631,"rahola"
"8328","2017-12",8.178,7.735,8.536,"rahola"
"8329","2018-01",7.938,7.114,8.439,"rahola"
"8330","2018-02",7.901,6.773,8.434,"rahola"
"8331","2018-03",7.878,7.159,8.339,"rahola"
"8332","2018-04",7.786,6.67,8.363,"rahola"
"8333","2018-05",7.855,6.168,8.802,"rahola"
"8334","2018-06",8.544,7.573,10.152,"rahola"
"8335","2018-07",8.988,8.215,10.581,"rahola"
"8336","2018-08",9.061,8.298,10.453,"rahola"
"8337","2018-09",8.811,8.095,10.663,"rahola"
"8338","2018-10",8.526,7.65,8.818,"rahola"
"8339","2018-11",8.336,7.836,8.599,"rahola"
"8340","2018-12",8.153,7.055,8.581,"rahola"
"8341","2019-01",8.06,7.464,8.495,"rahola"
"8342","2019-02",7.897,6.52,8.507,"rahola"
"8343","2019-03",7.962,7.159,8.493,"rahola"
"8344","2019-04",8.064,6.514,8.511,"rahola"
"8345","2019-05",8.545,7.988,9.471,"rahola"
"8346","2019-06",8.91,7.554,9.431,"rahola"
"8347","2019-07",NA,NA,NA,"rahola"
"8348","2019-08",NA,NA,NA,"rahola"
"8349","2019-09",NA,NA,NA,"rahola"
"8350","2019-10",NA,NA,NA,"rahola"
"8351","2019-11",NA,NA,NA,"rahola"
"8352","2019-12",NA,NA,NA,"rahola"
"8353","2014-01",NA,NA,NA,"rantaperkio"
"8354","2014-02",1.012,1,1.152,"rantaperkio"
"8355","2014-03",1.917,1,4.585,"rantaperkio"
"8356","2014-04",4.272,3.438,6.083,"rantaperkio"
"8357","2014-05",8.868,5.325,15.305,"rantaperkio"
"8358","2014-06",13.671,10.673,17.205,"rantaperkio"
"8359","2014-07",18.526,13.92,24.179,"rantaperkio"
"8360","2014-08",18.893,16.15,23.945,"rantaperkio"
"8361","2014-09",15.844,15.773,15.934,"rantaperkio"
"8362","2014-10",9.208,5.36,11.46,"rantaperkio"
"8363","2014-11",4.173,2.542,6.176,"rantaperkio"
"8364","2014-12",1.617,1,2.7,"rantaperkio"
"8365","2015-01",1.017,1,1.536,"rantaperkio"
"8366","2015-02",1,1,1,"rantaperkio"
"8367","2015-03",1.881,1,3.039,"rantaperkio"
"8368","2015-04",3.691,2.783,5.368,"rantaperkio"
"8369","2015-05",8.193,5.55,11.945,"rantaperkio"
"8370","2015-06",13.061,11.417,15.971,"rantaperkio"
"8371","2015-07",17.241,13.488,18.627,"rantaperkio"
"8372","2015-08",18.533,17.018,21.023,"rantaperkio"
"8373","2015-09",15.691,13.24,18.071,"rantaperkio"
"8374","2015-10",9.581,6.574,13.362,"rantaperkio"
"8375","2015-11",5.699,3.579,6.921,"rantaperkio"
"8376","2015-12",2.954,1.001,3.987,"rantaperkio"
"8377","2016-01",1,1,1.015,"rantaperkio"
"8378","2016-02",1.007,1,1.246,"rantaperkio"
"8379","2016-03",1.291,1.057,1.98,"rantaperkio"
"8380","2016-04",3.586,1.973,5.619,"rantaperkio"
"8381","2016-05",9.828,4.982,14.67,"rantaperkio"
"8382","2016-06",13.716,7.62,17.943,"rantaperkio"
"8383","2016-07",17.745,14.034,20.347,"rantaperkio"
"8384","2016-08",17.748,15.505,20.67,"rantaperkio"
"8385","2016-09",14.657,12.788,16.029,"rantaperkio"
"8386","2016-10",8.425,5.466,12.815,"rantaperkio"
"8387","2016-11",2.231,1,5.657,"rantaperkio"
"8388","2016-12",1.099,1.055,1.285,"rantaperkio"
"8389","2017-01",1.094,1.03,1.292,"rantaperkio"
"8390","2017-02",1.277,1.108,1.564,"rantaperkio"
"8391","2017-03",2.456,1.517,3.927,"rantaperkio"
"8392","2017-04",4.083,3.693,4.965,"rantaperkio"
"8393","2017-05",7.408,4.028,11.839,"rantaperkio"
"8394","2017-06",12.56,8.168,16.182,"rantaperkio"
"8395","2017-07",16.73,14.29,19.097,"rantaperkio"
"8396","2017-08",17.787,14.079,19.065,"rantaperkio"
"8397","2017-09",13.839,7.962,15.653,"rantaperkio"
"8398","2017-10",9.046,5.55,12.295,"rantaperkio"
"8399","2017-11",3.795,2.459,6.023,"rantaperkio"
"8400","2017-12",1.39,1,2.565,"rantaperkio"
"8401","2018-01",1.005,1,1.182,"rantaperkio"
"8402","2018-02",1.068,1,1.816,"rantaperkio"
"8403","2018-03",1.088,1,2.722,"rantaperkio"
"8404","2018-04",1.866,1,3.761,"rantaperkio"
"8405","2018-05",7.329,3.322,14.797,"rantaperkio"
"8406","2018-06",12.914,7.19,17.241,"rantaperkio"
"8407","2018-07",18.207,13.517,24.972,"rantaperkio"
"8408","2018-08",19.322,16.1,24.993,"rantaperkio"
"8409","2018-09",15.278,10.551,18.27,"rantaperkio"
"8410","2018-10",9.01,5.195,11.059,"rantaperkio"
"8411","2018-11",4.938,2.218,6.119,"rantaperkio"
"8412","2018-12",1.075,1,2.227,"rantaperkio"
"8413","2019-01",1.006,1,1.14,"rantaperkio"
"8414","2019-02",1.145,1.008,2.4,"rantaperkio"
"8415","2019-03",1.821,1.41,2.635,"rantaperkio"
"8416","2019-04",4.105,2.643,7.155,"rantaperkio"
"8417","2019-05",8.839,5.102,15.002,"rantaperkio"
"8418","2019-06",14.884,10.618,17.796,"rantaperkio"
"8419","2019-07",NA,NA,NA,"rantaperkio"
"8420","2019-08",NA,NA,NA,"rantaperkio"
"8421","2019-09",NA,NA,NA,"rantaperkio"
"8422","2019-10",NA,NA,NA,"rantaperkio"
"8423","2019-11",NA,NA,NA,"rantaperkio"
"8424","2019-12",NA,NA,NA,"rantaperkio"
"8425","2014-01",NA,NA,NA,"ratina-xiii"
"8426","2014-02",1.944,1.044,3.137,"ratina-xiii"
"8427","2014-03",2.776,1.083,4.862,"ratina-xiii"
"8428","2014-04",4.567,3.48,5.885,"ratina-xiii"
"8429","2014-05",8.608,5.389,14.92,"ratina-xiii"
"8430","2014-06",12.728,9.858,16.797,"ratina-xiii"
"8431","2014-07",17.466,12.579,24.183,"ratina-xiii"
"8432","2014-08",18.483,14.952,23.925,"ratina-xiii"
"8433","2014-09",15.715,15.294,16.086,"ratina-xiii"
"8434","2014-10",9.229,5.403,11.148,"ratina-xiii"
"8435","2014-11",4.236,2.727,6.18,"ratina-xiii"
"8436","2014-12",1.835,1.01,2.922,"ratina-xiii"
"8437","2015-01",1.232,1.005,2.779,"ratina-xiii"
"8438","2015-02",1.265,1.006,1.422,"ratina-xiii"
"8439","2015-03",2.1,1.184,3.208,"ratina-xiii"
"8440","2015-04",3.833,2.826,5.563,"ratina-xiii"
"8441","2015-05",8.183,5.505,11.641,"ratina-xiii"
"8442","2015-06",12.775,11.363,15.492,"ratina-xiii"
"8443","2015-07",16.102,12.958,18.067,"ratina-xiii"
"8444","2015-08",16.671,12.471,20.524,"ratina-xiii"
"8445","2015-09",14.252,11.213,17.986,"ratina-xiii"
"8446","2015-10",9.305,6.897,13.269,"ratina-xiii"
"8447","2015-11",5.855,3.917,7,"ratina-xiii"
"8448","2015-12",3.265,1.11,4.219,"ratina-xiii"
"8449","2016-01",1.386,1.003,2.6,"ratina-xiii"
"8450","2016-02",1.242,1,2.233,"ratina-xiii"
"8451","2016-03",1.479,1.058,2.47,"ratina-xiii"
"8452","2016-04",3.573,1.97,5.706,"ratina-xiii"
"8453","2016-05",9.398,5.056,14.003,"ratina-xiii"
"8454","2016-06",12.559,7.741,17.347,"ratina-xiii"
"8455","2016-07",15.914,12.561,19.44,"ratina-xiii"
"8456","2016-08",16.4,13.055,20.353,"ratina-xiii"
"8457","2016-09",13.858,11.024,15.928,"ratina-xiii"
"8458","2016-10",8.397,5.599,12.718,"ratina-xiii"
"8459","2016-11",2.788,1.022,5.92,"ratina-xiii"
"8460","2016-12",1.707,1.077,2.974,"ratina-xiii"
"8461","2017-01",1.618,1.058,3.022,"ratina-xiii"
"8462","2017-02",1.773,1.144,3.073,"ratina-xiii"
"8463","2017-03",2.73,1.563,4.04,"ratina-xiii"
"8464","2017-04",4.192,3.821,5.091,"ratina-xiii"
"8465","2017-05",7.313,4.298,11.775,"ratina-xiii"
"8466","2017-06",12.172,8.242,15.257,"ratina-xiii"
"8467","2017-07",16.311,14.011,19.004,"ratina-xiii"
"8468","2017-08",17.393,13.787,18.933,"ratina-xiii"
"8469","2017-09",13.575,11.999,15.58,"ratina-xiii"
"8470","2017-10",9.05,5.792,12.317,"ratina-xiii"
"8471","2017-11",3.999,2.566,5.852,"ratina-xiii"
"8472","2017-12",2.032,1.005,3.699,"ratina-xiii"
"8473","2018-01",1.577,1,2.844,"ratina-xiii"
"8474","2018-02",1.383,1.021,2.925,"ratina-xiii"
"8475","2018-03",1.591,1.016,2.949,"ratina-xiii"
"8476","2018-04",2.187,1,4.108,"ratina-xiii"
"8477","2018-05",6.886,3.549,13.076,"ratina-xiii"
"8478","2018-06",12.046,7.088,16.881,"ratina-xiii"
"8479","2018-07",18.117,12.867,24.965,"ratina-xiii"
"8480","2018-08",18.958,15.86,24.922,"ratina-xiii"
"8481","2018-09",15.176,10.425,18.274,"ratina-xiii"
"8482","2018-10",9.027,5.323,11.041,"ratina-xiii"
"8483","2018-11",5.063,2.331,6.175,"ratina-xiii"
"8484","2018-12",1.342,1,2.587,"ratina-xiii"
"8485","2019-01",1.381,1,3.132,"ratina-xiii"
"8486","2019-02",1.59,1.036,3.036,"ratina-xiii"
"8487","2019-03",2.01,1.426,2.887,"ratina-xiii"
"8488","2019-04",4.179,2.676,7.059,"ratina-xiii"
"8489","2019-05",8.719,5.208,14.945,"ratina-xiii"
"8490","2019-06",13.546,8.827,17.161,"ratina-xiii"
"8491","2019-07",NA,NA,NA,"ratina-xiii"
"8492","2019-08",NA,NA,NA,"ratina-xiii"
"8493","2019-09",NA,NA,NA,"ratina-xiii"
"8494","2019-10",NA,NA,NA,"ratina-xiii"
"8495","2019-11",NA,NA,NA,"ratina-xiii"
"8496","2019-12",NA,NA,NA,"ratina-xiii"
"8497","2014-01",NA,NA,NA,"rautaharkko"
"8498","2014-02",1,1,1,"rautaharkko"
"8499","2014-03",1.897,1,5.07,"rautaharkko"
"8500","2014-04",4.251,3.428,6.026,"rautaharkko"
"8501","2014-05",8.844,5.341,14.93,"rautaharkko"
"8502","2014-06",13.635,10.777,16.958,"rautaharkko"
"8503","2014-07",18.426,14.01,23.868,"rautaharkko"
"8504","2014-08",19.071,16.169,23.574,"rautaharkko"
"8505","2014-09",15.854,15.781,15.996,"rautaharkko"
"8506","2014-10",9.245,5.347,11.43,"rautaharkko"
"8507","2014-11",4.172,2.534,6.177,"rautaharkko"
"8508","2014-12",1.625,1,2.722,"rautaharkko"
"8509","2015-01",1.045,1,2.395,"rautaharkko"
"8510","2015-02",1,1,1.001,"rautaharkko"
"8511","2015-03",1.88,1,3.045,"rautaharkko"
"8512","2015-04",3.696,2.783,5.386,"rautaharkko"
"8513","2015-05",8.206,5.506,11.882,"rautaharkko"
"8514","2015-06",13.059,11.439,15.914,"rautaharkko"
"8515","2015-07",17.208,13.223,18.633,"rautaharkko"
"8516","2015-08",18.559,17.083,21.028,"rautaharkko"
"8517","2015-09",15.716,13.279,18.064,"rautaharkko"
"8518","2015-10",9.589,6.577,13.295,"rautaharkko"
"8519","2015-11",5.706,3.784,6.908,"rautaharkko"
"8520","2015-12",2.961,1.004,3.958,"rautaharkko"
"8521","2016-01",1,1,1.003,"rautaharkko"
"8522","2016-02",1.006,1,1.153,"rautaharkko"
"8523","2016-03",1.288,1.054,1.978,"rautaharkko"
"8524","2016-04",3.576,1.974,5.536,"rautaharkko"
"8525","2016-05",9.813,4.987,14.649,"rautaharkko"
"8526","2016-06",13.739,7.629,17.989,"rautaharkko"
"8527","2016-07",17.768,14.528,20.246,"rautaharkko"
"8528","2016-08",17.772,15.562,20.613,"rautaharkko"
"8529","2016-09",14.673,12.798,16.082,"rautaharkko"
"8530","2016-10",8.434,5.482,12.804,"rautaharkko"
"8531","2016-11",2.234,1,5.653,"rautaharkko"
"8532","2016-12",1.09,1.057,1.15,"rautaharkko"
"8533","2017-01",1.087,1.031,1.165,"rautaharkko"
"8534","2017-02",1.272,1.108,1.517,"rautaharkko"
"8535","2017-03",2.45,1.517,3.919,"rautaharkko"
"8536","2017-04",4.083,3.706,5.099,"rautaharkko"
"8537","2017-05",7.391,4.053,11.82,"rautaharkko"
"8538","2017-06",12.533,8.297,16.005,"rautaharkko"
"8539","2017-07",16.704,14.316,19.065,"rautaharkko"
"8540","2017-08",17.794,15.216,19.014,"rautaharkko"
"8541","2017-09",13.85,9.367,15.613,"rautaharkko"
"8542","2017-10",9.058,5.576,12.318,"rautaharkko"
"8543","2017-11",3.803,2.503,5.704,"rautaharkko"
"8544","2017-12",1.378,1,2.663,"rautaharkko"
"8545","2018-01",1.001,1,1.237,"rautaharkko"
"8546","2018-02",1.038,1,1.728,"rautaharkko"
"8547","2018-03",1.07,1,3.342,"rautaharkko"
"8548","2018-04",1.866,1,4.6,"rautaharkko"
"8549","2018-05",7.347,3.327,14.668,"rautaharkko"
"8550","2018-06",12.953,7.146,17.187,"rautaharkko"
"8551","2018-07",18.231,13.463,24.999,"rautaharkko"
"8552","2018-08",19.32,16.152,24.88,"rautaharkko"
"8553","2018-09",15.289,10.559,18.265,"rautaharkko"
"8554","2018-10",9.027,5.249,11.116,"rautaharkko"
"8555","2018-11",4.945,2.229,6.117,"rautaharkko"
"8556","2018-12",1.077,1,2.241,"rautaharkko"
"8557","2019-01",1.004,1,1.017,"rautaharkko"
"8558","2019-02",1.141,1.007,2.825,"rautaharkko"
"8559","2019-03",1.817,1.406,2.625,"rautaharkko"
"8560","2019-04",4.093,2.629,7.066,"rautaharkko"
"8561","2019-05",8.834,5.131,14.949,"rautaharkko"
"8562","2019-06",14.884,10.653,17.806,"rautaharkko"
"8563","2019-07",NA,NA,NA,"rautaharkko"
"8564","2019-08",NA,NA,NA,"rautaharkko"
"8565","2019-09",NA,NA,NA,"rautaharkko"
"8566","2019-10",NA,NA,NA,"rautaharkko"
"8567","2019-11",NA,NA,NA,"rautaharkko"
"8568","2019-12",NA,NA,NA,"rautaharkko"
"8569","2014-01",NA,NA,NA,"ristimaki"
"8570","2014-02",8.786,8.222,9.166,"ristimaki"
"8571","2014-03",8.848,6.49,9.936,"ristimaki"
"8572","2014-04",8.663,6.043,9.086,"ristimaki"
"8573","2014-05",8.91,6.748,9.991,"ristimaki"
"8574","2014-06",9.074,7.774,10.057,"ristimaki"
"8575","2014-07",9.235,6.401,20.444,"ristimaki"
"8576","2014-08",8.595,8.335,9.088,"ristimaki"
"8577","2014-09",8.342,8.34,8.389,"ristimaki"
"8578","2014-10",7.791,7.673,8.545,"ristimaki"
"8579","2014-11",7.383,5.848,7.72,"ristimaki"
"8580","2014-12",7.558,6.947,8.7,"ristimaki"
"8581","2015-01",8.02,7.277,8.7,"ristimaki"
"8582","2015-02",7.789,7.789,7.791,"ristimaki"
